0,ʕ,b,d,,,,,,,,,,,,,,,,,,,,
1,f,q,d,,,,,,,,,,,,,,,,,,,,
2,q,ʕ,,,,,,,,,,,,,,,,,,,,,
6277,k,a,m,p͡f,,,,,,,,,,,,,,,,,,,
6278,l,a,u,t,,,,,,,,,,,,,,,,,,,
6279,h,a,l,t,ə,n,,,,,,,,,,,,,,,,,
6280,l,i,ŋ,k,s,,,,,,,,,,,,,,,,,,
6281,f,r,aː,ɡ,ə,n,,,,,,,,,,,,,,,,,
6282,f,eː,l,t,,,,,,,,,,,,,,,,,,,
6283,p,r,o,p,l,e,m,ə,,,,,,,,,,,,,,,
6284,t,u,n,,,,,,,,,,,,,,,,,,,,
6285,o,p͡f,ə,,,,,,,,,,,,,,,,,,,,
6286,a,i,n,f,yː,r,u,ŋ,k,,,,,,,,,,,,,,
6287,e,ə,d,ə,,,,,,,,,,,,,,,,,,,
6288,f,e,ə,l,a,s,ə,n,,,,,,,,,,,,,,,
6289,t,o,ə,,,,,,,,,,,,,,,,,,,,
6290,b,eː,s,o,n,d,ə,r,ə,,,,,,,,,,,,,,
6291,f,e,ə,s,u,x,,,,,,,,,,,,,,,,,
6292,a,u,f,ɡ,eː,l,ø,s,t,,,,,,,,,,,,,,
6293,l,a,i,d,ə,,,,,,,,,,,,,,,,,,
6294,h,e,ə,s,t,e,l,u,ŋ,k,,,,,,,,,,,,,
6295,f,a,l,ʃ,,,,,,,,,,,,,,,,,,,
6296,d,u,ə,x,m,e,s,ə,,,,,,,,,,,,,,,
6297,ɡ,eː,s,e,t͡s,t,,,,,,,,,,,,,,,,,
6298,a,u,f,l,øː,s,u,ŋ,k,,,,,,,,,,,,,,
6299,h,a,n,t,l,u,ŋ,k,,,,,,,,,,,,,,,
6300,a,l,ɡ,eː,m,a,i,n,,,,,,,,,,,,,,,
6301,a,ŋ,k,r,i,f,,,,,,,,,,,,,,,,,
6302,ɡ,e,k,n,ə,,,,,,,,,,,,,,,,,,
6303,f,eː,l,ə,n,,,,,,,,,,,,,,,,,,
6304,t,r,o,t͡s,,,,,,,,,,,,,,,,,,,
6305,h,aː,f,ə,n,,,,,,,,,,,,,,,,,,
6306,v,iː,d,e,ə,s,t,a,n,t,,,,,,,,,,,,,
6307,b,a,x,,,,,,,,,,,,,,,,,,,,
6308,r,e,s,t,,,,,,,,,,,,,,,,,,,
6309,s,t,e,ə,n,,,,,,,,,,,,,,,,,,
6310,t͡s,u,k,,,,,,,,,,,,,,,,,,,,
6311,k,r,ə,n,t͡s,ə,n,,,,,,,,,,,,,,,,
6312,f,e,ə,h,i,n,d,e,ə,n,,,,,,,,,,,,,
6313,t͡s,a,x,ə,,,,,,,,,,,,,,,,,,,
6314,f,eː,r,u,ə,t,a,i,l,t,,,,,,,,,,,,,
6315,n,iː,d,ə,,,,,,,,,,,,,,,,,,,
6316,r,o,t,,,,,,,,,,,,,,,,,,,,
6317,f,eː,l,ə,,,,,,,,,,,,,,,,,,,
6318,n,uː,t͡s,ə,n,,,,,,,,,,,,,,,,,,
6319,f,e,ə,ʃ,oː,b,ə,n,,,,,,,,,,,,,,,
6320,u,n,b,eː,k,a,n,t,,,,,,,,,,,,,,,
6321,t͡s,a,i,t,v,a,i,s,ə,,,,,,,,,,,,,,
6322,ə,n,k,,,,,,,,,,,,,,,,,,,,
6323,o,f,ə,n,s,i,x,t,l,i,x,,,,,,,,,,,,
6324,f,a,l,ə,n,,,,,,,,,,,,,,,,,,
6325,ʃ,v,a,ə,t͡s,,,,,,,,,,,,,,,,,,
6326,ɡ,eː,f,aː,ə,,,,,,,,,,,,,,,,,,
6327,ɡ,eː,t,øː,t,e,t,,,,,,,,,,,,,,,,
6328,t͡s,iː,ə,n,,,,,,,,,,,,,,,,,,,
6329,f,l,u,x,t,,,,,,,,,,,,,,,,,,
6330,f,e,ə,b,oː,t,ə,n,,,,,,,,,,,,,,,
6331,ʃ,l,e,x,t,,,,,,,,,,,,,,,,,,
6332,ʃ,v,ə,r,ə,,,,,,,,,,,,,,,,,,
6333,l,a,ŋ,k,s,a,m,,,,,,,,,,,,,,,,
6334,s,t,r,a,i,t,,,,,,,,,,,,,,,,,
6335,k,l,a,i,n,,,,,,,,,,,,,,,,,,
6336,s,t,e,n,d,i,k,,,,,,,,,,,,,,,,
6337,ɡ,e,t,r,aː,ɡ,ə,n,,,,,,,,,,,,,,,
6338,k,o,n,f,l,i,k,t,,,,,,,,,,,,,,,
6339,b,e,k,r,ə,n,t͡s,t,,,,,,,,,,,,,,,
6340,k,r,a,ŋ,k,h,a,i,t,,,,,,,,,,,,,,
6341,p,r,a,x,,,,,,,,,,,,,,,,,,,
6342,f,a,l,s,,,,,,,,,,,,,,,,,,,
6343,f,a,l,ə,,,,,,,,,,,,,,,,,,,
6344,ɡ,eː,t͡s,oː,ɡ,ə,n,,,,,,,,,,,,,,,,
6345,ɡ,eː,f,e,ŋ,k,n,i,s,,,,,,,,,,,,,,
6346,a,p,ɡ,eː,l,eː,n,t,,,,,,,,,,,,,,,
6347,a,f,e,ŋ,i,k,,,,,,,,,,,,,,,,,
6348,a,p,ɡ,eː,r,i,s,ə,n,,,,,,,,,,,,,,
6349,u,m,s,t,r,i,t,ə,n,,,,,,,,,,,,,,
6350,e,ə,h,eː,b,u,ŋ,k,,,,,,,,,,,,,,,
6351,b,e,ʃ,r,e,ŋ,k,t,,,,,,,,,,,,,,,
6352,t,r,ə,n,n,u,ŋ,k,,,,,,,,,,,,,,,
6353,f,e,ə,t,a,i,e,d,i,ç,u,ŋ,k,,,,,,,,,,
6354,ʃ,v,iː,r,i,k,k,a,i,e,t,ə,n,,,,,,,,,,
6355,yː,b,e,ə,ɡ,eː,b,ə,n,,,,,,,,,,,,,,
6356,r,eː,d,uː,t͡s,iː,ə,t,,,,,,,,,,,,,,,
6357,t͡s,e,ə,s,t,øː,r,u,ŋ,k,,,,,,,,,,,,,
6358,a,u,h,s,a,i,ə,n,a,n,d,e,ə,s,eː,t͡s,u,ŋ,k,,,,
6359,s,t,r,o,m,,,,,,,,,,,,,,,,,,
6360,ɡ,e,ʃ,l,aː,ɡ,ə,n,,,,,,,,,,,,,,,
6361,b,eː,ʃ,e,d,i,ç,t,,,,,,,,,,,,,,,
6362,a,u,f,ɡ,eː,t,a,i,l,t,,,,,,,,,,,,,
6363,s,t,u,ə,m,,,,,,,,,,,,,,,,,,
6364,f,e,ə,l,u,s,t,,,,,,,,,,,,,,,,
6365,h,e,ŋ,t,,,,,,,,,,,,,,,,,,,
6366,k,r,iː,t,i,s,iː,ə,t,,,,,,,,,,,,,,
6367,f,e,ə,l,e,t͡s,t,,,,,,,,,,,,,,,,
6368,a,u,s,p,r,u,x,,,,,,,,,,,,,,,,
6369,f,e,ə,f,o,l,ɡ,t,,,,,,,,,,,,,,,
6370,r,y,k,t,r,i,t,,,,,,,,,,,,,,,,
6371,f,e,ə,m,a,i,e,d,ə,n,,,,,,,,,,,,,
6372,s,p,uː,r,ə,n,,,,,,,,,,,,,,,,,
6373,t͡s,uː,r,y,k,ɡ,eː,t͡s,oː,ɡ,ə,n,,,,,,,,,,,
6374,f,o,l,,,,,,,,,,,,,,,,,,,,
6375,e,ə,f,o,l,k,l,o,s,,,,,,,,,,,,,,
6376,u,ŋ,k,l,a,ə,,,,,,,,,,,,,,,,,
6377,o,p,j,e,k,t,,,,,,,,,,,,,,,,,
6378,a,u,f,s,t,a,n,t,,,,,,,,,,,,,,,
6379,ɡ,eː,ɡ,ə,n,s,t,a,n,t,,,,,,,,,,,,,
6380,f,e,ə,f,o,l,ɡ,u,ŋ,k,,,,,,,,,,,,,
6381,ʃ,e,d,ə,n,,,,,,,,,,,,,,,,,,
6382,k,r,iː,t,i,k,ə,,,,,,,,,,,,,,,,
6383,ɡ,eː,r,i,ŋ,k,,,,,,,,,,,,,,,,,
6384,d,i,x,t,,,,,,,,,,,,,,,,,,,
6385,t͡s,v,a,i,e,f,e,l,,,,,,,,,,,,,,,
6386,s,t,a,m,,,,,,,,,,,,,,,,,,,
6387,b,e,t,r,o,f,ə,n,,,,,,,,,,,,,,,
6388,i,ə,r,eː,l,e,f,a,n,t,,,,,,,,,,,,,
6389,t,i,ə,,,,,,,,,,,,,,,,,,,,
6390,ɡ,eː,f,a,ŋ,ə,n,,,,,,,,,,,,,,,,
6391,k,e,m,p͡f,t,ə,,,,,,,,,,,,,,,,,
6392,a,ŋ,k,r,i,f,ə,,,,,,,,,,,,,,,,
6393,a,p,l,a,u,f,,,,,,,,,,,,,,,,,
6394,b,eː,l,aː,ɡ,eː,r,u,ŋ,k,,,,,,,,,,,,,
6395,h,a,f,t,,,,,,,,,,,,,,,,,,,
6396,a,ŋ,s,t,,,,,,,,,,,,,,,,,,,
6397,f,eː,r,a,n,t,v,o,ə,t,u,ŋ,k,,,,,,,,,,
6398,s,p,e,ə,r,ə,n,,,,,,,,,,,,,,,,
6399,a,p,ɡ,e,p,r,oː,x,ə,n,,,,,,,,,,,,,
6400,ʃ,v,iː,r,i,k,,,,,,,,,,,,,,,,,
6401,e,k,s,i,l,,,,,,,,,,,,,,,,,,
6402,a,i,ə,,,,,,,,,,,,,,,,,,,,
6403,r,u,i,n,ə,,,,,,,,,,,,,,,,,,
6404,l,øː,s,ə,n,,,,,,,,,,,,,,,,,,
6405,f,e,ə,d,a,x,t,,,,,,,,,,,,,,,,
6406,f,e,ə,ʃ,iː,b,ə,n,,,,,,,,,,,,,,,
6407,b,eː,k,ə,n,,,,,,,,,,,,,,,,,,
6408,o,p,oː,s,i,t,s,i,o,n,,,,,,,,,,,,,
6409,h,a,i,d,ə,,,,,,,,,,,,,,,,,,
6410,ʃ,v,a,x,,,,,,,,,,,,,,,,,,,
6411,u,n,f,a,l,,,,,,,,,,,,,,,,,,
6412,f,e,ə,l,u,s,t,ə,,,,,,,,,,,,,,,
6413,ɡ,e,s,t,o,ə,b,ə,n,,,,,,,,,,,,,,
6414,r,y,k,t͡s,u,k,,,,,,,,,,,,,,,,,
6415,h,øː,l,ə,,,,,,,,,,,,,,,,,,,
6416,ɡ,a,l,ə,n,,,,,,,,,,,,,,,,,,
6417,e,ə,t͡s,o,y,h,ɡ,ə,n,,,,,,,,,,,,,,
6418,a,i,n,t͡s,e,l,n,,,,,,,,,,,,,,,,
6419,p,l,ø,t͡s,l,i,x,,,,,,,,,,,,,,,,
6420,m,o,ə,t,,,,,,,,,,,,,,,,,,,
6421,n,o,t,,,,,,,,,,,,,,,,,,,,
6422,k,r,i,s,ə,,,,,,,,,,,,,,,,,,
6423,p,a,n,t͡s,ə,,,,,,,,,,,,,,,,,,
6424,f,e,ə,l,eː,t͡s,u,ŋ,k,,,,,,,,,,,,,,
6425,f,oː,r,yː,b,e,ə,ɡ,eː,h,ə,n,t,,,,,,,,,,
6426,v,e,l,ə,,,,,,,,,,,,,,,,,,,
6427,f,e,ə,b,o,t,,,,,,,,,,,,,,,,,
6428,a,i,n,s,p,r,u,x,,,,,,,,,,,,,,,
6429,k,r,u,n,d,s,t,y,k,,,,,,,,,,,,,,
6430,f,e,ə,p,r,eː,x,ə,n,,,,,,,,,,,,,,
6431,a,u,s,x,u,s,,,,,,,,,,,,,,,,,
6432,b,oː,ɡ,ə,n,,,,,,,,,,,,,,,,,,
6433,yː,b,e,ə,r,aː,ʃ,ə,n,t,,,,,,,,,,,,,
6434,ʃ,aː,d,ə,n,,,,,,,,,,,,,,,,,,
6435,t,o,t,,,,,,,,,,,,,,,,,,,,
6436,p,eː,r,i,o,d,ə,,,,,,,,,,,,,,,,
6437,f,e,ə,l,eː,t͡s,u,ŋ,ə,n,,,,,,,,,,,,,
6438,l,a,i,e,d,ə,n,,,,,,,,,,,,,,,,
6439,u,n,m,ø,k,l,i,x,,,,,,,,,,,,,,,
6440,k,o,n,t͡s,e,ə,n,,,,,,,,,,,,,,,,
6441,k,r,iː,t,i,ʃ,,,,,,,,,,,,,,,,,
6442,k,e,m,p͡f,ə,n,,,,,,,,,,,,,,,,,
6443,b,eː,t,o,n,t,,,,,,,,,,,,,,,,,
6444,t,øː,t,ə,n,,,,,,,,,,,,,,,,,,
6445,ɡ,eː,f,a,ŋ,ə,n,ʃ,a,f,t,,,,,,,,,,,,
6446,s,t,i,ə,b,t,,,,,,,,,,,,,,,,,
6447,s,p,a,n,u,ŋ,k,,,,,,,,,,,,,,,,
6448,a,p,b,a,u,h,,,,,,,,,,,,,,,,,
6449,p,a,u,s,ə,,,,,,,,,,,,,,,,,,
6450,s,t,r,ə,n,k,,,,,,,,,,,,,,,,,
6451,ə,n,t,l,a,s,u,ŋ,k,,,,,,,,,,,,,,
6452,a,p,l,eː,n,u,ŋ,k,,,,,,,,,,,,,,,
6453,l,a,s,t,,,,,,,,,,,,,,,,,,,
6454,t͡s,o,n,s,t,i,e,ɡ,e,s,,,,,,,,,,,,,
6455,a,ŋ,e,k,r,i,f,ə,n,,,,,,,,,,,,,,
6456,s,y,n,t,r,o,m,,,,,,,,,,,,,,,,
6457,f,l,iː,ə,n,,,,,,,,,,,,,,,,,,
6458,f,e,ə,l,iː,ə,t,,,,,,,,,,,,,,,,
6459,k,e,t,ə,,,,,,,,,,,,,,,,,,,
6460,r,iː,s,i,k,oː,,,,,,,,,,,,,,,,,
6461,a,i,ŋ,e,ʃ,r,e,ŋ,k,t,,,,,,,,,,,,,
6462,ʃ,v,a,n,t͡s,,,,,,,,,,,,,,,,,,
6463,t,e,t,ə,,,,,,,,,,,,,,,,,,,
6464,ʃ,l,e,x,t,ə,,,,,,,,,,,,,,,,,
6465,p,r,u,x,,,,,,,,,,,,,,,,,,,
6466,s,p,r,u,ŋ,k,,,,,,,,,,,,,,,,,
6467,f,e,ə,k,eː,ə,t,,,,,,,,,,,,,,,,
6468,k,o,n,f,l,i,k,t,ə,,,,,,,,,,,,,,
6469,s,t,r,a,f,ə,,,,,,,,,,,,,,,,,
6470,n,eː,ɡ,aː,t,i,f,,,,,,,,,,,,,,,,
6471,a,p͡f,aː,ə,t,,,,,,,,,,,,,,,,,,
6472,s,t,øː,r,u,ŋ,ə,n,,,,,,,,,,,,,,,
6473,ʃ,l,i,x,t,,,,,,,,,,,,,,,,,,
6474,u,ŋ,eː,v,øː,n,l,i,x,,,,,,,,,,,,,,
6475,s,k,l,aː,f,ə,n,,,,,,,,,,,,,,,,
6476,s,t,u,ə,t͡s,,,,,,,,,,,,,,,,,,
6477,yː,b,e,ə,f,l,y,s,i,k,,,,,,,,,,,,,
6478,b,eː,h,a,u,p,t,ə,n,,,,,,,,,,,,,,
6479,t,r,i,ŋ,ə,n,t,,,,,,,,,,,,,,,,
6480,f,o,ə,v,u,ə,f,,,,,,,,,,,,,,,,
6481,p,u,ŋ,k,,,,,,,,,,,,,,,,,,,
6482,s,t,o,f,,,,,,,,,,,,,,,,,,,
6483,l,o,x,,,,,,,,,,,,,,,,,,,,
6484,ø,f,n,u,ŋ,k,,,,,,,,,,,,,,,,,
6485,b,eː,n,øː,t,i,k,t,ə,,,,,,,,,,,,,,
6486,b,eː,ʃ,e,f,t,i,e,ɡ,ə,n,,,,,,,,,,,,
6487,a,u,s,f,yː,ə,l,i,x,,,,,,,,,,,,,,
6488,p,r,oː,p,aː,ɡ,a,n,d,aː,,,,,,,,,,,,,
6489,f,l,eː,k,ə,n,,,,,,,,,,,,,,,,,
6490,v,iː,d,e,ə,s,p,r,u,x,,,,,,,,,,,,,
6491,aː,n,u,ŋ,k,,,,,,,,,,,,,,,,,,
6492,m,a,ŋ,e,l,,,,,,,,,,,,,,,,,,
6493,f,e,ə,t͡s,i,x,t,ə,n,,,,,,,,,,,,,,
6494,d,y,n,,,,,,,,,,,,,,,,,,,,
6495,f,e,ə,m,uː,t,ə,n,,,,,,,,,,,,,,,
6496,f,e,ə,l,iː,r,ə,n,,,,,,,,,,,,,,,
6497,b,eː,h,a,u,p,t,u,ŋ,k,,,,,,,,,,,,,
6498,k,o,m,p,l,e,k,s,,,,,,,,,,,,,,,
6499,f,e,ə,s,t,o,ə,b,ə,n,,,,,,,,,,,,,
6500,u,n,s,i,n,,,,,,,,,,,,,,,,,,
6501,r,u,iː,n,ə,n,,,,,,,,,,,,,,,,,
6502,f,o,ə,t͡s,a,i,e,t,i,k,,,,,,,,,,,,,
6503,u,n,t,e,ə,ɡ,a,ŋ,k,,,,,,,,,,,,,,
6504,u,n,r,uː,h,ə,n,,,,,,,,,,,,,,,,
6505,a,i,n,s,t,e,l,ə,n,,,,,,,,,,,,,,
6506,n,iː,d,e,ə,ɡ,a,ŋ,k,,,,,,,,,,,,,,
6507,t,a,i,e,l,ə,n,,,,,,,,,,,,,,,,
6508,t͡s,uː,s,a,m,ə,n,p,r,u,x,,,,,,,,,,,,
6509,m,yː,ə,,,,,,,,,,,,,,,,,,,,
6510,l,i,s,t,,,,,,,,,,,,,,,,,,,
6511,n,eː,ɡ,aː,t,i,f,ə,,,,,,,,,,,,,,,
6512,p,e,s,t,,,,,,,,,,,,,,,,,,,
6513,s,t,e,ə,b,ə,n,,,,,,,,,,,,,,,,
6514,a,u,f,s,eː,h,ə,n,,,,,,,,,,,,,,,
6515,ʃ,u,l,t,,,,,,,,,,,,,,,,,,,
6516,f,e,ə,ʃ,iː,d,ə,n,,,,,,,,,,,,,,,
6517,v,y,s,t,ə,,,,,,,,,,,,,,,,,,
6518,b,e,t,r,oː,h,u,ŋ,k,,,,,,,,,,,,,,
6519,a,p,v,eː,ə,,,,,,,,,,,,,,,,,,
6520,f,r,a,k,l,i,x,,,,,,,,,,,,,,,,
6521,d,u,ŋ,k,e,l,,,,,,,,,,,,,,,,,
6522,k,r,e,b,s,,,,,,,,,,,,,,,,,,
6523,f,a,k,ə,,,,,,,,,,,,,,,,,,,
6524,p,r,oː,t,e,s,t,,,,,,,,,,,,,,,,
6525,a,n,l,iː,ɡ,ə,n,,,,,,,,,,,,,,,,
6526,t,r,ə,n,n,ə,n,,,,,,,,,,,,,,,,
6527,t͡s,e,ə,s,t,ø,r,ə,,,,,,,,,,,,,,,
6528,k,r,i,m,,,,,,,,,,,,,,,,,,,
6529,l,i,t,,,,,,,,,,,,,,,,,,,,
6530,f,e,ə,v,a,i,s,,,,,,,,,,,,,,,,
6531,f,e,ə,v,e,k,s,e,l,n,,,,,,,,,,,,,
6532,t͡s,uː,r,y,k,k,eː,r,ə,n,,,,,,,,,,,,,
6533,d,i,x,t,u,ŋ,k,,,,,,,,,,,,,,,,
6534,a,ə,m,ə,n,,,,,,,,,,,,,,,,,,
6535,f,l,a,x,,,,,,,,,,,,,,,,,,,
6536,s,p,a,l,t,ə,,,,,,,,,,,,,,,,,
6537,ɡ,eː,ʃ,a,i,e,t,e,ə,t,,,,,,,,,,,,,
6538,m,y,t,o,s,,,,,,,,,,,,,,,,,,
6539,f,e,ə,ɡ,e,p,l,i,x,,,,,,,,,,,,,,
6540,m,i,s,p,r,a,u,x,,,,,,,,,,,,,,,
6541,t,o,t,ə,,,,,,,,,,,,,,,,,,,
6542,e,ə,f,u,n,d,ə,n,,,,,,,,,,,,,,,
6543,f,e,ə,f,o,l,ɡ,ə,n,,,,,,,,,,,,,,
6544,s,t,øː,r,u,ŋ,k,,,,,,,,,,,,,,,,
6545,a,b,p,r,u,x,,,,,,,,,,,,,,,,,
6546,t͡s,a,i,x,n,ə,n,,,,,,,,,,,,,,,,
6547,a,u,f,ɡ,eː,b,ə,n,,,,,,,,,,,,,,,
6548,f,e,ə,s,t,o,s,,,,,,,,,,,,,,,,
6549,n,a,x,t,a,i,l,,,,,,,,,,,,,,,,
6550,b,o,y,t,ə,,,,,,,,,,,,,,,,,,
6551,b,eː,l,a,s,t,u,ŋ,k,,,,,,,,,,,,,,
6552,a,n,t͡s,a,i,ɡ,ə,,,,,,,,,,,,,,,,
6553,k,aː,t,a,s,t,r,o,f,ə,,,,,,,,,,,,,
6554,f,o,ə,v,y,ə,f,ə,,,,,,,,,,,,,,,
6555,s,y,m,p,t,o,m,ə,,,,,,,,,,,,,,,
6556,a,u,f,s,i,x,t,,,,,,,,,,,,,,,,
6557,h,e,ŋ,ə,n,,,,,,,,,,,,,,,,,,
6558,f,e,ə,s,ə,n,k,t,,,,,,,,,,,,,,,
6559,m,ø,ə,d,ə,,,,,,,,,,,,,,,,,,
6560,h,e,k,,,,,,,,,,,,,,,,,,,,
6561,k,l,a,ɡ,ə,,,,,,,,,,,,,,,,,,
6562,l,a,i,x,ə,,,,,,,,,,,,,,,,,,
6563,u,n,f,u,k,,,,,,,,,,,,,,,,,,
6564,p͡f,l,i,x,t,,,,,,,,,,,,,,,,,,
6565,n,a,x,t,a,i,l,ə,,,,,,,,,,,,,,,
6566,m,a,s,a,k,ə,,,,,,,,,,,,,,,,,
6567,r,eː,d,ə,n,,,,,,,,,,,,,,,,,,
6568,h,e,f,ə,n,,,,,,,,,,,,,,,,,,
6569,f,e,l,,,,,,,,,,,,,,,,,,,,
6570,n,eː,ɡ,aː,t,i,e,f,ə,n,,,,,,,,,,,,,
6571,o,f,ə,n,s,i,f,ə,,,,,,,,,,,,,,,
6572,b,i,t,ə,n,,,,,,,,,,,,,,,,,,
6573,f,eː,l,ə,n,,,,,,,,,,,,,,,,,,
6574,f,a,i,n,t,,,,,,,,,,,,,,,,,,
6575,h,e,ə,s,t,e,l,ə,n,,,,,,,,,,,,,,
6576,f,iː,r,u,s,,,,,,,,,,,,,,,,,,
6577,a,ə,m,ə,,,,,,,,,,,,,,,,,,,
6578,f,a,u,s,t,,,,,,,,,,,,,,,,,,
6579,f,a,l,t,ə,,,,,,,,,,,,,,,,,,
6580,a,ə,m,u,t,,,,,,,,,,,,,,,,,,
6581,f,e,ə,v,e,k,s,e,l,t,,,,,,,,,,,,,
6582,h,e,f,t,i,e,ɡ,ə,n,,,,,,,,,,,,,,
6583,b,u,k,,,,,,,,,,,,,,,,,,,,
6584,a,p,v,eː,s,ə,n,h,a,i,t,,,,,,,,,,,,
6585,f,eː,l,t,ə,,,,,,,,,,,,,,,,,,
6586,f,e,ə,v,iː,k,e,l,t,,,,,,,,,,,,,,
6587,t,o,y,h,f,e,l,,,,,,,,,,,,,,,,
6588,k,r,o,p,,,,,,,,,,,,,,,,,,,
6589,t͡s,e,l,b,s,t,m,o,ə,t,,,,,,,,,,,,,
6590,r,a,x,ə,,,,,,,,,,,,,,,,,,,
6591,r,y,k,ɡ,a,ŋ,k,,,,,,,,,,,,,,,,
6592,ʃ,u,l,d,ə,n,,,,,,,,,,,,,,,,,
6593,i,n,t,ə,n,s,i,f,ə,,,,,,,,,,,,,,
6594,t͡s,v,i,ŋ,ə,n,t,,,,,,,,,,,,,,,,
6595,u,n,t,e,ə,p,r,eː,x,u,ŋ,k,,,,,,,,,,,
6596,t͡s,e,ə,s,t,øː,r,ə,n,,,,,,,,,,,,,,
6597,a,ŋ,k,l,a,ɡ,ə,,,,,,,,,,,,,,,,
6598,m,e,ŋ,e,l,,,,,,,,,,,,,,,,,,
6599,k,aː,p,iː,t,uː,l,a,t,s,i,o,n,,,,,,,,,,
6600,t,r,eː,h,ə,n,,,,,,,,,,,,,,,,,
6601,l,eː,n,t,,,,,,,,,,,,,,,,,,,
6602,t,ø,t,l,i,x,,,,,,,,,,,,,,,,,
6603,ʃ,r,e,k,,,,,,,,,,,,,,,,,,,
6604,f,a,i,n,d,ə,,,,,,,,,,,,,,,,,
6605,x,a,o,s,,,,,,,,,,,,,,,,,,,
6606,l,i,ŋ,k,ə,,,,,,,,,,,,,,,,,,
6607,n,aː,t͡s,iː,,,,,,,,,,,,,,,,,,,
6608,ɡ,eː,h,a,i,m,n,i,s,,,,,,,,,,,,,,
6609,s,k,a,n,d,a,l,,,,,,,,,,,,,,,,
6610,n,i,x,t,s,,,,,,,,,,,,,,,,,,
6611,p,r,o,p,l,eː,m,aː,t,i,ʃ,,,,,,,,,,,,
6612,l,iː,m,e,s,,,,,,,,,,,,,,,,,,
6613,ʃ,l,a,x,t,ə,n,,,,,,,,,,,,,,,,
6614,s,t,a,i,l,,,,,,,,,,,,,,,,,,
6615,a,i,n,ʃ,r,e,ŋ,k,u,ŋ,ə,n,,,,,,,,,,,
6616,ɡ,eː,f,a,ŋ,ə,n,ə,,,,,,,,,,,,,,,
6617,u,n,øː,t,i,k,,,,,,,,,,,,,,,,,
6618,f,e,ə,n,i,x,t,u,ŋ,k,,,,,,,,,,,,,
6619,p,r,o,p,l,eː,m,aː,t,i,k,,,,,,,,,,,,
6620,s,t,a,i,e,l,ə,n,,,,,,,,,,,,,,,
6621,b,eː,d,ə,n,k,ə,n,,,,,,,,,,,,,,,
6622,iː,s,oː,l,iː,ə,t,,,,,,,,,,,,,,,,
6623,u,m,ɡ,eː,h,ə,n,,,,,,,,,,,,,,,,
6624,e,ə,r,o,ə,,,,,,,,,,,,,,,,,,
6625,s,t,i,x,,,,,,,,,,,,,,,,,,,
6626,a,u,s,l,e,n,d,ə,,,,,,,,,,,,,,,
6627,b,eː,l,iː,b,i,k,,,,,,,,,,,,,,,,
6628,p,r,oː,t,e,s,t,ə,,,,,,,,,,,,,,,
6629,m,e,s,ə,,,,,,,,,,,,,,,,,,,
6630,t,øː,t,e,t,,,,,,,,,,,,,,,,,,
6631,ʃ,l,a,k,,,,,,,,,,,,,,,,,,,
6632,b,e,t,r,e,f,ə,n,,,,,,,,,,,,,,,
6633,ɡ,e,p,r,oː,x,ə,n,,,,,,,,,,,,,,,
6634,n,eː,b,e,l,,,,,,,,,,,,,,,,,,
6635,l,a,i,e,d,ə,n,,,,,,,,,,,,,,,,
6636,f,e,ə,t͡s,i,x,t,,,,,,,,,,,,,,,,
6637,n,iː,t,r,i,k,,,,,,,,,,,,,,,,,
6638,d,eː,m,o,n,s,t,r,a,t,s,i,o,n,,,,,,,,,
6639,u,n,f,e,ə,s,t,e,n,t,l,i,x,,,,,,,,,,
6640,ɡ,eː,r,i,ŋ,k,f,yː,ɡ,i,k,,,,,,,,,,,,
6641,ʃ,m,a,l,,,,,,,,,,,,,,,,,,,
6642,a,n,ʃ,l,a,k,,,,,,,,,,,,,,,,,
6643,r,iː,s,i,k,ə,n,,,,,,,,,,,,,,,,
6644,u,n,f,o,l,s,t,e,n,d,i,k,,,,,,,,,,,
6645,u,ŋ,k,l,y,k,,,,,,,,,,,,,,,,,
6646,t͡s,o,ə,ɡ,ə,,,,,,,,,,,,,,,,,,
6647,b,e,ʃ,v,e,ə,d,ə,n,,,,,,,,,,,,,,
6648,s,t,r,ə,n,ɡ,ə,n,,,,,,,,,,,,,,,
6649,d,u,ŋ,k,l,ə,,,,,,,,,,,,,,,,,
6650,f,eː,r,u,ə,s,aː,x,ə,n,,,,,,,,,,,,,
6651,l,y,k,ə,,,,,,,,,,,,,,,,,,,
6652,u,n,r,eː,ɡ,e,l,m,e,s,i,k,,,,,,,,,,,
6653,t͡s,uː,r,y,k,t͡s,iː,ə,n,,,,,,,,,,,,,,
6654,r,eː,d,u,n,d,a,n,t͡s,,,,,,,,,,,,,,
6655,n,iː,d,e,ə,ʃ,l,a,k,,,,,,,,,,,,,,
6656,u,n,t,e,ə,v,o,ə,f,ə,n,,,,,,,,,,,,
6657,f,e,ə,f,a,l,,,,,,,,,,,,,,,,,
6658,b,e,ʃ,r,e,ŋ,k,ə,n,,,,,,,,,,,,,,
6659,a,u,s,x,l,u,s,,,,,,,,,,,,,,,,
6660,o,u,t,,,,,,,,,,,,,,,,,,,,
6661,d,i,x,t,ə,n,,,,,,,,,,,,,,,,,
6662,i,n,f,e,k,t,s,i,o,n,,,,,,,,,,,,,
6663,f,e,ə,v,a,i,e,ɡ,e,ə,t,,,,,,,,,,,,
6664,p,r,eː,x,ə,n,,,,,,,,,,,,,,,,,
